SP1,SP2,SP3,SP5,SP6,FS1,FS2,EPS1,TS1,TS2,TS3,TS4,VS1,CP,SE,label
152.09,126.62,1.883,8.557,8.507,8.026,9.189,2333.4,54.332,58.863,55.633,49.48,0.615,1.542,69.004,19.728
146.8,121.31,1.914,8.564,8.502,7.73,9.211,2264.6,54.336,58.855,55.656,49.449,0.615,1.53,69.004,19.671
147.21,121.87,1.992,8.531,8.464,7.756,9.219,2264.2,54.324,58.859,55.645,49.441,0.604,1.54,69.434,19.805
147.07,121.61,2.008,8.535,8.476,7.789,9.216,2264.8,54.332,58.863,55.645,49.363,0.613,1.567,69.434,20.079
147,121.44,1.922,8.535,8.477,7.776,9.205,2266.4,54.312,58.871,55.645,49.355,0.605,1.561,69.497,20.064
147.05,121.67,2.055,8.585,8.517,7.768,9.222,2267.2,54.324,58.871,55.652,49.367,0.593,1.557,69.497,20.084
146.56,121.27,2.078,8.572,8.512,7.772,9.179,2264.8,54.324,58.871,55.645,49.355,0.602,1.549,69.457,20.027
147.23,121.88,2.062,8.564,8.507,7.771,9.203,2264.4,54.348,58.848,55.641,49.441,0.602,1.537,69.457,19.778
146.97,121.44,1.977,8.542,8.483,7.77,9.19,2266.2,54.332,58.863,55.652,49.457,0.604,1.533,69.606,19.778
147.05,121.56,2.086,8.512,8.451,7.735,9.22,2265.8,54.32,58.863,55.652,49.469,0.61,1.533,69.606,19.683
147.13,121.61,2.062,8.542,8.474,7.817,9.18,2268.6,54.254,58.871,55.656,49.457,0.611,1.548,69.821,19.885
146.99,121.67,2.031,8.569,8.502,7.714,9.189,2268.6,54.242,58.875,55.66,49.418,0.647,1.552,69.821,19.882
189.9,0.109,0,8.587,8.528,0.006,9.184,2776,54.258,58.871,55.656,49.418,0.689,1.548,0,19.852
190.2,0,0,8.574,8.517,0.003,9.181,2836,54.148,58.871,55.652,49.328,0.719,1.56,0,20.204
190.33,0,0,8.53,8.474,0,9.183,2837.6,54.074,58.781,55.652,49.336,0.729,1.558,0,20.166
190.14,0,0,8.533,8.458,0.001,9.182,2836.6,53.992,58.781,55.699,49.324,0.758,1.58,0,20.293
190.09,0,0,8.528,8.461,0.001,9.25,2833.8,53.895,58.695,55.699,49.324,0.766,1.577,0,20.204
190.04,0,0,8.547,8.486,0,9.197,2833.8,53.816,58.625,55.711,49.402,0.789,1.558,0,20.072
190.06,0,0.008,8.563,8.504,0.005,9.187,2832.6,53.82,58.578,55.711,49.418,0.815,1.549,0,20.019
190.17,0,0.062,8.573,8.504,0.007,9.176,2834.4,53.75,58.543,55.715,49.449,0.819,1.557,0,20.054
190.13,0,0,8.535,8.479,0.005,9.177,2834.2,53.754,58.531,55.734,49.484,0.782,1.528,71.574,19.729
142.04,116.32,1.867,8.521,8.457,7.828,9.164,2401.8,53.66,58.516,55.695,49.441,0.711,1.555,71.574,19.945
142.1,116.67,1.969,8.514,8.456,7.709,9.191,2199,53.641,58.543,55.695,49.363,0.666,1.576,68.394,20.305
141.68,116.31,1.891,8.531,8.466,7.747,9.177,2198.2,53.656,58.516,55.746,49.363,0.656,1.572,68.394,20.285
141.95,116.59,1.969,8.575,8.505,7.726,9.171,2196.8,53.738,58.535,55.734,49.285,0.635,1.596,68.348,20.591
141.94,116.69,1.914,8.588,8.521,7.724,9.181,2197.4,53.828,58.535,55.727,49.262,0.623,1.597,68.348,20.546
141.86,116.44,2.055,8.541,8.481,7.743,9.194,2197.2,53.82,58.52,55.801,49.363,0.618,1.593,68.463,20.443
141.69,116.32,1.891,8.521,8.469,7.754,9.201,2197.6,53.922,58.52,55.809,49.375,0.618,1.596,68.463,20.475
141.9,116.48,2.023,8.517,8.449,7.768,9.181,2197.2,53.992,58.559,55.82,49.441,0.614,1.579,68.455,20.185
142.03,116.49,2.008,8.519,8.455,7.724,9.19,2196.6,54.039,58.586,55.809,49.441,0.617,1.583,68.455,20.225
141.98,116.69,1.953,8.562,8.502,6.582,9.196,2195.8,54.066,58.613,55.809,49.43,0.627,1.577,70.82,20.185
152.37,126.8,2.062,8.596,8.528,7.841,9.184,2338.8,54.066,58.617,55.809,49.449,0.638,1.577,70.82,20.228
152.03,126.59,2.086,8.58,8.517,7.836,9.183,2332.4,54.16,58.672,55.828,49.367,0.645,1.59,70.12,20.409
151.95,126.57,1.867,8.554,8.498,7.844,9.211,2332.2,54.254,58.687,55.816,49.273,0.659,1.616,70.12,20.731
152.18,126.65,1.969,8.534,8.469,7.711,9.216,2333.2,54.254,58.699,55.809,49.262,0.654,1.619,69.88,20.731
152.14,126.67,2.078,8.523,8.467,7.773,9.171,2331.8,54.242,58.723,55.816,49.27,0.649,1.619,69.88,20.773
152.01,126.77,1.898,8.538,8.477,7.713,9.176,2330.4,54.242,58.742,55.809,49.363,0.654,1.597,69.936,20.456
152.11,126.74,1.914,8.55,8.486,7.749,9.194,2332.8,54.246,58.762,55.816,49.355,0.649,1.595,69.936,20.396
151.97,126.69,2,8.582,8.519,7.683,9.196,2332.6,54.246,58.77,55.809,49.445,0.643,1.58,69.861,20.252
151.84,126.41,1.945,8.575,8.516,7.699,9.199,2332.4,54.258,58.762,55.809,49.449,0.638,1.58,69.861,20.225
152.11,126.47,1.914,8.547,8.476,4.536,9.216,2330.6,54.246,58.781,55.832,49.445,0.647,1.579,56.952,20.242
161.8,136.55,1.937,8.533,8.458,7.549,9.224,2460.8,54.254,58.77,55.75,49.441,0.646,1.59,56.952,20.225
161.83,136.57,2.055,8.549,8.487,7.586,9.199,2465.2,54.238,58.781,55.746,49.445,0.657,1.566,70.821,20.029
161.91,136.67,1.992,8.578,8.53,7.603,9.189,2464.2,54.254,58.82,55.746,49.355,0.661,1.585,70.821,20.362
162.1,136.78,1.805,8.573,8.519,7.684,9.216,2463.8,54.336,58.863,55.727,49.375,0.659,1.584,70.921,20.255
161.9,136.52,1.922,8.564,8.504,7.693,9.174,2464.8,54.332,58.863,55.727,49.43,0.661,1.554,70.921,19.977
161.81,136.59,2.055,8.546,8.476,7.722,9.192,2463.4,54.406,58.875,55.723,49.449,0.66,1.554,70.705,19.99
162.02,136.69,1.859,8.537,8.469,7.746,9.238,2465.4,54.414,58.859,55.68,49.422,0.656,1.548,70.705,19.92
161.84,136.33,2.055,8.538,8.477,7.655,9.192,2465.8,54.406,58.875,55.695,49.488,0.658,1.54,70.738,19.895
161.91,136.48,1.945,8.544,8.488,7.568,9.187,2462.4,54.391,58.918,55.68,49.449,0.666,1.548,70.738,19.8
161.71,136.52,2.062,8.58,8.524,10.94,9.192,2462.4,54.48,58.941,55.687,49.488,0.652,1.521,81.88,19.713
152.13,126.63,2.086,8.571,8.515,7.831,9.189,2333,54.414,58.953,55.68,49.484,0.635,1.538,81.88,19.813
151.77,126.55,1.992,8.549,8.495,7.733,9.205,2331.6,54.418,58.957,55.687,49.441,0.635,1.55,69.95,20.018
151.73,126.25,2.008,8.532,8.465,7.722,9.224,2330.2,54.332,58.937,55.687,49.445,0.633,1.557,69.95,19.92
152.06,126.53,2.023,8.529,8.466,7.779,9.212,2330,54.332,58.945,55.68,49.367,0.624,1.566,69.948,20.258
152.13,126.61,1.977,8.529,8.472,7.781,9.212,2332.8,54.32,58.937,55.695,49.445,0.638,1.558,69.948,19.976
151.95,126.46,2.008,8.576,8.516,7.741,9.187,2332.6,54.332,58.91,55.699,49.441,0.629,1.551,69.816,19.99
151.99,126.39,2.062,8.576,8.524,7.661,9.176,2328.4,54.324,58.914,55.672,49.484,0.618,1.548,69.816,19.83
151.99,126.27,2.055,8.569,8.513,7.746,9.182,2330.2,54.312,58.887,55.711,49.496,0.611,1.536,69.953,19.743
152.11,126.64,1.945,8.549,8.488,7.739,9.204,2330,54.32,58.887,55.699,49.523,0.605,1.544,69.953,19.86
152.08,126.59,2.062,8.538,8.474,8.007,9.226,2333.2,54.324,58.859,55.695,49.461,0.617,1.546,69.089,19.859
146.91,121.5,2,8.543,8.474,7.738,9.214,2262.2,54.324,58.898,55.699,49.5,0.612,1.53,69.089,19.776
147.16,121.84,1.969,8.564,8.5,7.733,9.191,2263.6,54.324,58.891,55.684,49.457,0.614,1.556,69.422,19.989
147.12,121.61,1.945,8.586,8.524,7.775,9.21,2264,54.309,58.883,55.687,49.441,0.609,1.547,69.422,19.979
147.02,121.63,2.031,8.561,8.496,7.753,9.189,2264,54.324,58.855,55.699,49.434,0.603,1.549,69.521,20.046
147.05,121.7,2.133,8.531,8.474,7.779,9.169,2262.6,54.32,58.859,55.695,49.434,0.606,1.555,69.521,20.013
146.78,121.44,2.023,8.53,8.474,7.73,9.194,2264.2,54.32,58.855,55.687,49.461,0.603,1.536,69.535,19.931
147.08,121.67,1.922,8.542,8.488,7.749,9.204,2263.8,54.32,58.844,55.68,49.445,0.604,1.553,69.535,19.869
147.13,121.69,2.062,8.549,8.486,7.771,9.177,2264,54.254,58.859,55.684,49.449,0.595,1.552,69.594,19.839
147.23,121.84,2.055,8.568,8.505,7.783,9.178,2263.8,54.246,58.887,55.734,49.48,0.595,1.56,69.594,19.9
146.94,121.63,2.047,8.573,8.506,7.785,9.163,2265.6,54.242,58.871,55.746,49.43,0.598,1.569,69.717,20.081
146.78,121.34,2.055,8.568,8.507,7.62,9.214,2267,54.238,58.871,55.727,49.449,0.632,1.554,69.717,20.021
189.92,0.156,0,8.545,8.482,0.003,9.204,2780,54.242,58.871,55.734,49.449,0.678,1.555,0,20.043
190.13,0.008,0,8.529,8.474,0.001,9.223,2836.4,54.16,58.855,55.727,49.434,0.703,1.561,0,20.088
190.12,0,0,8.528,8.474,0.003,9.203,2835.6,54.066,58.805,55.723,49.43,0.763,1.56,0,20.101
190.31,0,0,8.545,8.486,0.003,9.2,2837,54.07,58.77,55.723,49.422,0.767,1.567,0,20.118
190.07,0,0,8.577,8.519,0.004,9.191,2837,53.992,58.695,55.738,49.422,0.761,1.572,0,20.158
190.04,0,0,8.574,8.511,0.001,9.191,2834.8,53.914,58.652,55.738,49.488,0.784,1.548,0,19.893
189.98,0,0.094,8.554,8.493,0.003,9.208,2835.2,53.816,58.613,55.738,49.488,0.797,1.545,0,19.909
190.03,0,0,8.51,8.44,0.003,9.205,2835.6,53.816,58.551,55.723,49.5,0.789,1.545,0,19.944
190.18,0,0.055,8.521,8.458,0.003,9.167,2834.2,53.754,58.523,55.734,49.523,0.765,1.545,66.152,19.826
142.73,117.44,2.086,8.522,8.47,7.756,9.189,2392,53.668,58.535,55.727,49.527,0.705,1.541,66.152,19.846
142.07,116.64,1.937,8.583,8.521,7.739,9.163,2199.2,53.656,58.516,55.727,49.512,0.663,1.54,68.388,19.846
141.91,116.49,2,8.569,8.519,7.718,9.169,2196.4,53.652,58.52,55.738,49.508,0.656,1.534,68.388,19.758
141.93,116.38,2.102,8.542,8.488,7.747,9.205,2196.2,53.738,58.52,55.699,49.508,0.635,1.542,68.51,19.889
142.07,116.59,1.992,8.504,8.438,7.738,9.206,2195.8,53.828,58.523,55.734,49.5,0.618,1.559,68.51,20.105
142.27,116.8,1.969,8.516,8.455,7.746,9.179,2196,53.832,58.535,55.82,49.5,0.621,1.563,68.479,20.017
141.75,116.38,2.102,8.514,8.446,7.743,9.176,2197.2,53.906,58.57,55.793,49.496,0.623,1.56,68.479,20.017
141.91,116.56,2.062,8.545,8.49,7.741,9.186,2195.6,53.98,58.586,55.805,49.582,0.631,1.54,68.389,19.794
142.16,116.79,1.992,8.559,8.498,7.755,9.187,2196.2,54.043,58.605,55.82,49.594,0.641,1.541,68.389,19.761
141.81,116.52,2.102,8.566,8.509,6.496,9.216,2194.2,54.082,58.613,55.855,49.59,0.661,1.553,70.858,19.896
152.45,127.06,1.922,8.529,8.467,7.932,9.247,2338.4,54.066,58.625,55.863,49.594,0.672,1.562,70.858,19.891
151.89,126.75,2.102,8.515,8.462,7.673,9.214,2330,54.152,58.672,55.863,49.602,0.668,1.584,69.993,20.18
152.14,126.73,1.977,8.554,8.495,7.753,9.19,2330.2,54.242,58.687,55.902,49.516,0.673,1.586,69.993,20.185
151.87,126.49,1.977,8.545,8.488,7.712,9.203,2330,54.238,58.715,55.859,49.527,0.677,1.578,69.901,20.066
152.19,126.73,2.023,8.585,8.526,7.643,9.196,2328.6,54.246,58.734,55.863,49.523,0.663,1.572,69.901,19.987
152.1,126.85,1.977,8.581,8.517,7.756,9.207,2331.6,54.246,58.727,55.828,49.512,0.656,1.563,69.952,19.985
152.05,126.59,2,8.545,8.477,7.736,9.194,2335.4,54.246,58.766,55.828,49.602,0.659,1.553,69.952,19.786
152.13,126.59,2.008,8.507,8.459,7.704,9.21,2331.8,54.246,58.766,55.828,49.523,0.644,1.54,69.988,19.749
151.87,126.69,1.992,8.533,8.476,7.747,9.206,2333.2,54.254,58.77,55.809,49.527,0.636,1.553,69.988,19.767
151.94,126.65,1.945,8.554,8.494,4.591,9.213,2336,54.242,58.793,55.738,49.613,0.649,1.529,56.847,19.52
161.86,136.64,2.047,8.573,8.517,7.452,9.183,2463.8,54.246,58.77,55.746,49.602,0.658,1.517,56.847,19.572
161.91,136.59,2,8.596,8.538,7.589,9.214,2467.2,54.246,58.77,55.746,49.605,0.666,1.539,70.723,19.826
161.85,136.66,1.945,8.569,8.508,7.678,9.238,2467.4,54.246,58.816,55.746,49.516,0.669,1.541,70.723,19.821
161.74,136.39,2.031,8.541,8.477,7.673,9.21,2462.4,54.324,58.863,55.738,49.512,0.663,1.539,70.654,19.843
161.82,136.69,1.883,8.527,8.474,7.755,9.225,2462.4,54.32,58.875,55.727,49.523,0.652,1.544,70.654,19.806
161.91,136.66,2.023,8.54,8.484,7.766,9.249,2468.2,54.402,58.871,55.727,49.512,0.656,1.537,70.541,19.653
161.72,136.73,1.914,8.563,8.5,7.759,9.194,2466.4,54.406,58.863,55.656,49.523,0.653,1.532,70.541,19.706
161.69,136.44,2.023,8.574,8.506,7.672,9.193,2467.6,54.402,58.883,55.684,49.602,0.652,1.505,70.819,19.3
161.88,136.74,1.789,8.576,8.514,7.833,9.193,2466.2,54.402,58.926,55.695,49.602,0.645,1.515,70.819,19.512
161.66,136.34,2,8.562,8.498,10.89,9.206,2461.6,54.414,58.953,55.656,49.602,0.629,1.496,81.79,19.361
151.94,126.62,1.992,8.528,8.462,7.804,9.214,2334.4,54.414,58.953,55.641,49.594,0.618,1.516,81.79,19.382
151.89,126.57,2.031,8.517,8.472,7.733,9.223,2334.6,54.414,58.957,55.652,49.594,0.615,1.531,70.038,19.703
151.89,126.56,2.117,8.561,8.5,7.708,9.194,2330,54.418,58.937,55.66,49.535,0.618,1.524,70.038,19.636
151.92,126.63,2.023,8.542,8.472,7.713,9.172,2331.4,54.414,58.941,55.66,49.516,0.614,1.518,70.034,19.641
151.97,126.74,1.867,8.575,8.516,7.718,9.158,2329.6,54.418,58.953,55.645,49.523,0.611,1.525,70.034,19.536
151.88,126.53,2.023,8.547,8.479,7.735,9.206,2328.2,54.402,58.93,55.66,49.512,0.635,1.525,69.779,19.559
151.94,126.56,1.891,8.542,8.493,7.719,9.204,2330,54.43,58.93,55.641,49.516,0.619,1.521,69.779,19.566
151.97,126.51,2,8.526,8.462,7.743,9.198,2329.8,54.34,58.91,55.684,49.523,0.613,1.533,69.936,19.676
152.02,126.74,2.055,8.532,8.465,7.758,9.174,2331.2,54.418,58.902,55.707,49.508,0.617,1.541,69.936,19.758
151.94,126.43,2.008,8.546,8.497,7.963,9.201,2331.6,54.418,58.941,55.707,49.508,0.61,1.539,69.036,19.796
146.73,121.52,1.914,8.59,8.524,7.759,9.191,2265.8,54.402,58.926,55.68,49.469,0.603,1.545,69.036,19.91
147.32,121.84,2.047,8.58,8.528,7.769,9.181,2267,54.332,58.902,55.68,49.469,0.605,1.543,69.449,19.961
147,121.71,2.031,8.542,8.482,7.763,9.216,2262,54.324,58.91,55.687,49.434,0.607,1.562,69.449,19.969
146.76,121.52,1.922,8.535,8.474,7.764,9.229,2265.2,54.34,58.863,55.723,49.344,0.604,1.584,69.522,20.34
147.05,121.67,2.023,8.521,8.46,7.773,9.206,2263.8,54.32,58.859,55.68,49.34,0.604,1.569,69.522,20.266
146.72,121.14,2.102,8.538,8.479,7.747,9.187,2261.8,54.34,58.859,55.699,49.352,0.6,1.571,69.423,20.186
147.15,121.65,2.195,8.569,8.508,7.764,9.189,2265.6,54.332,58.863,55.711,49.434,0.598,1.55,69.423,20.022
147.07,121.63,1.977,8.552,8.504,7.781,9.183,2267.4,54.332,58.859,55.707,49.434,0.597,1.548,69.618,19.967
146.91,121.58,1.992,8.552,8.495,7.771,9.209,2264,54.324,58.883,55.707,49.461,0.59,1.542,69.618,19.83
147.16,121.81,2.023,8.549,8.492,7.818,9.207,2263.6,54.254,58.883,55.684,49.445,0.589,1.548,69.83,19.935
146.99,121.39,1.992,8.533,8.477,7.702,9.211,2265.8,54.242,58.887,55.695,49.391,0.624,1.563,69.83,20.079
189.73,0.164,0,8.516,8.45,0.001,9.213,2783,54.254,58.887,55.711,49.406,0.669,1.562,0,20.118
190.09,0,0,8.556,8.502,0.003,9.185,2835.4,54.152,58.871,55.695,49.312,0.703,1.575,0,20.204
190.14,0,0.008,8.577,8.515,0.001,9.177,2835.8,54.039,58.828,55.727,49.316,0.754,1.583,0,20.325
190.23,0,0,8.569,8.503,0.006,9.187,2835.8,53.992,58.777,55.738,49.324,0.836,1.589,0,20.457
190.14,0,0,8.52,8.453,0.001,9.181,2836.2,53.91,58.723,55.738,49.312,0.834,1.589,0,20.392
190.16,0,0.094,8.543,8.477,0.005,9.198,2835.8,53.816,58.66,55.715,49.402,0.866,1.572,0,20.178
189.98,0,0.055,8.509,8.46,0.001,9.205,2833.8,53.828,58.613,55.723,49.402,0.834,1.571,0,20.154
190.16,0,0.016,8.552,8.491,0.003,9.184,2833.6,53.738,58.559,55.734,49.43,0.892,1.554,0,19.975
190.16,0,0.008,8.568,8.501,0.005,9.146,2834,53.66,58.531,55.734,49.449,0.894,1.551,70.703,20.007
142.57,117.22,2.055,8.562,8.496,7.777,9.176,2390.4,53.656,58.531,55.738,49.469,0.791,1.563,70.703,20.037
142.22,116.69,2.031,8.551,8.479,7.745,9.194,2201.6,53.621,58.535,55.734,49.43,0.735,1.564,68.441,20.094
141.75,116.4,1.945,8.515,8.45,7.723,9.174,2199.4,53.641,58.531,55.816,49.422,0.7,1.607,68.441,20.537
141.98,116.56,1.992,8.494,8.442,7.746,9.169,2197.6,53.746,58.543,55.809,49.344,0.679,1.601,68.377,20.483
142.2,116.81,2.062,8.511,8.448,7.76,9.187,2197.4,53.82,58.535,55.828,49.43,0.66,1.59,68.377,20.327
141.66,116.19,1.992,8.544,8.491,7.741,9.187,2196,53.832,58.52,55.82,49.418,0.643,1.592,68.326,20.336
141.83,116.53,2.055,8.566,8.502,7.764,9.17,2192.6,53.906,58.586,55.871,49.473,0.629,1.589,68.326,20.289
142.14,116.69,2.031,8.574,8.502,7.739,9.185,2196,53.98,58.617,55.855,49.449,0.626,1.577,68.375,20.259
142.09,116.61,2.109,8.526,8.469,7.705,9.205,2199.4,53.988,58.613,55.863,49.516,0.624,1.572,68.375,20.037
141.63,116.14,1.977,8.519,8.469,6.799,9.225,2198,54.059,58.629,55.863,49.516,0.637,1.574,70.823,20.141
152.32,126.74,2.242,8.529,8.466,7.812,9.187,2338.2,54.066,58.641,55.875,49.512,0.655,1.574,70.823,20.113
151.94,126.91,2.008,8.564,8.509,7.783,9.207,2332,54.094,58.668,55.855,49.512,0.655,1.577,70.113,20.143
151.92,126.7,1.922,8.561,8.509,7.634,9.172,2335.2,54.176,58.684,55.855,49.5,0.664,1.58,70.113,20.185
152.1,126.67,1.969,8.561,8.509,7.727,9.18,2330.2,54.172,58.707,55.809,49.5,0.655,1.553,69.909,19.962
152.1,126.93,1.922,8.541,8.488,7.775,9.163,2333.4,54.172,58.723,55.805,49.5,0.651,1.557,69.909,19.933
152.01,126.46,2.023,8.535,8.483,7.743,9.18,2331.6,54.172,58.762,55.809,49.535,0.642,1.555,69.925,19.851
151.77,126.49,2.109,8.505,8.451,7.714,9.216,2331.6,54.258,58.766,55.805,49.516,0.635,1.569,69.925,20.012
152.06,126.64,2.086,8.547,8.492,7.72,9.216,2330,54.258,58.77,55.734,49.508,0.644,1.545,69.933,19.818
151.97,126.48,1.992,8.575,8.518,7.752,9.219,2331.6,54.266,58.789,55.723,49.461,0.641,1.553,69.933,19.89
151.73,126.31,1.977,8.586,8.533,4.787,9.19,2331.8,54.242,58.781,55.715,49.496,0.64,1.552,57.258,19.89
161.75,136.62,1.867,8.561,8.507,7.582,9.209,2463,54.246,58.805,55.723,49.496,0.643,1.544,57.258,19.86
161.72,136.44,2.055,8.54,8.481,7.642,9.227,2462,54.254,58.832,55.727,49.508,0.65,1.537,70.844,19.746
161.73,136.37,2.078,8.53,8.467,7.709,9.216,2462,54.402,58.871,55.711,49.527,0.67,1.532,70.844,19.693
161.82,136.65,1.914,8.545,8.483,7.721,9.208,2463.8,54.406,58.859,55.687,49.5,0.66,1.529,70.324,19.631
161.9,136.7,1.969,8.547,8.498,7.736,9.203,2463.6,54.426,58.855,55.695,49.512,0.653,1.535,70.324,19.729
161.77,136.41,1.867,8.594,8.536,7.785,9.222,2464,54.414,58.863,55.699,49.516,0.657,1.532,70.808,19.653
161.71,136.41,1.922,8.559,8.495,7.741,9.216,2462.2,54.469,58.883,55.652,49.523,0.66,1.519,70.808,19.553
161.63,136.39,2.047,8.545,8.483,7.704,9.214,2463.6,54.453,58.941,55.641,49.516,0.66,1.518,71.023,19.486
161.61,136.2,2.031,8.521,8.465,7.619,9.246,2463.6,54.492,58.953,55.645,49.613,0.662,1.505,71.023,19.324
161.62,136.63,1.992,8.533,8.486,10.521,9.223,2465.4,54.473,58.953,55.645,49.602,0.647,1.5,81.413,19.287
151.97,126.62,2.086,8.528,8.481,7.769,9.193,2330.2,54.484,59,55.652,49.516,0.632,1.519,81.413,19.559
151.66,126.22,2.031,8.584,8.528,7.681,9.21,2331.8,54.496,59.012,55.641,49.508,0.63,1.517,69.8,19.569
152.02,126.7,1.992,8.58,8.533,7.758,9.204,2333.4,54.473,59.02,55.633,49.48,0.645,1.526,69.8,19.728
152.09,126.69,1.992,8.552,8.498,7.743,9.214,2331.8,54.465,59.02,55.633,49.457,0.639,1.533,69.9,19.849
151.81,126.41,2.023,8.531,8.476,7.716,9.221,2333.8,54.48,59,55.645,49.461,0.62,1.526,69.9,19.749
151.77,126.47,1.953,8.525,8.46,7.722,9.227,2332,54.406,58.973,55.645,49.473,0.61,1.533,69.868,19.728
151.83,126.53,2.078,8.542,8.47,7.723,9.166,2330.2,54.406,58.969,55.645,49.523,0.607,1.521,69.868,19.646
151.9,126.69,2.008,8.557,8.491,7.743,9.198,2330.2,54.406,58.957,55.645,49.516,0.603,1.518,69.95,19.573
151.83,126.56,1.945,8.559,8.501,7.695,9.187,2330,54.418,58.953,55.629,49.516,0.6,1.517,69.95,19.556
151.9,126.44,2.062,8.554,8.502,8.036,9.192,2331.4,54.406,58.941,55.652,49.516,0.595,1.515,69.106,19.553
147.13,121.71,2,8.528,8.476,7.735,9.207,2265.4,54.414,58.969,55.645,49.449,0.596,1.55,69.106,19.858
147.02,121.52,1.992,8.531,8.471,7.8,9.194,2265.4,54.402,58.941,55.695,49.469,0.59,1.555,69.433,20.021
146.85,121.38,2.055,8.526,8.471,7.762,9.208,2265.6,54.398,58.93,55.687,49.441,0.603,1.56,69.433,20.058
147.27,121.88,2.109,8.562,8.502,7.785,9.183,2263.8,54.32,58.926,55.684,49.352,0.602,1.571,69.483,20.243
146.74,121.21,2.078,8.578,8.517,7.739,9.182,2265.4,54.336,58.93,55.687,49.363,0.595,1.567,69.483,20.223
146.88,121.58,2.141,8.569,8.503,7.77,9.156,2263.8,54.34,58.898,55.684,49.43,0.595,1.549,69.469,19.949
146.88,121.6,1.945,8.546,8.479,7.781,9.179,2266,54.332,58.91,55.695,49.43,0.602,1.549,69.469,19.917
146.73,121.37,1.945,8.523,8.459,7.758,9.226,2264,54.324,58.902,55.699,49.457,0.596,1.547,69.455,19.798
147.1,121.59,2,8.535,8.474,7.801,9.193,2265.4,54.336,58.891,55.711,49.461,0.601,1.543,69.455,19.86
146.89,121.47,2.031,8.542,8.493,7.811,9.193,2264,54.332,58.859,55.711,49.457,0.617,1.541,69.728,19.9
147.15,121.81,2.047,8.557,8.505,7.691,9.182,2267.6,54.238,58.883,55.695,49.488,0.654,1.541,69.728,19.865
189.84,0.008,0,8.577,8.518,0.001,9.174,2785,54.246,58.875,55.75,49.41,0.685,1.563,0,20.062
190.03,0,0,8.54,8.492,0.001,9.185,2835.6,54.172,58.875,55.754,49.418,0.719,1.56,0,20.094
190.12,0,0,8.519,8.455,0.003,9.194,2835.8,54.074,58.871,55.734,49.336,0.738,1.581,0,20.355
190.09,0,0,8.519,8.469,0.001,9.182,2834,54.039,58.82,55.738,49.41,0.743,1.564,0,20.141
190.02,0,0,8.532,8.469,0.006,9.193,2835.4,53.988,58.754,55.734,49.402,0.752,1.565,0,20.144
190.19,0,0.062,8.572,8.524,0,9.199,2837.2,53.91,58.707,55.754,49.422,0.768,1.564,0,20.067
190.11,0,0,8.583,8.531,0,9.169,2830.4,53.832,58.625,55.75,49.445,0.836,1.55,0,19.955
190.33,0,0.07,8.55,8.493,0.001,9.19,2833.4,53.828,58.617,55.707,49.469,0.821,1.556,0,20.017
190.06,0,0.07,8.54,8.481,0.001,9.219,2833.8,53.75,58.535,55.684,49.469,0.792,1.552,75.753,19.925
142.04,116.73,2.055,8.505,8.443,7.779,9.213,2390.8,53.672,58.531,55.727,49.473,0.74,1.538,75.753,19.766
142.13,116.64,2.008,8.534,8.481,7.737,9.19,2201.4,53.66,58.531,55.723,49.488,0.688,1.544,68.315,19.833
141.95,116.59,2.031,8.544,8.49,7.733,9.176,2199.6,53.66,58.531,55.687,49.441,0.668,1.551,68.315,19.96
141.79,116.41,1.922,8.558,8.516,7.738,9.15,2196.2,53.762,58.531,55.684,49.445,0.652,1.549,68.384,19.955
142.06,116.59,1.969,8.554,8.498,7.737,9.171,2197.4,53.828,58.535,55.695,49.469,0.633,1.554,68.384,19.843
142.15,116.67,2,8.535,8.477,7.756,9.199,2196,53.828,58.562,55.738,49.488,0.626,1.557,68.455,19.967
142.16,116.59,1.945,8.533,8.469,7.746,9.209,2198,53.906,58.617,55.75,49.457,0.627,1.557,68.455,19.98
141.61,116.35,1.977,8.517,8.448,7.689,9.209,2196,54.004,58.617,55.738,49.516,0.618,1.56,68.408,20.009
141.75,116.45,2.008,8.534,8.465,7.749,9.225,2194.2,54.082,58.633,55.754,49.449,0.614,1.562,68.408,20.037
141.83,116.36,1.937,8.583,8.533,6.647,9.179,2196,54.086,58.656,55.734,49.445,0.647,1.581,71.168,20.245
152.27,126.83,1.977,8.592,8.537,7.744,9.176,2340.2,54.082,58.68,55.816,49.457,0.644,1.574,71.168,20.205
152.11,126.73,1.914,8.546,8.486,7.678,9.199,2330.2,54.16,58.668,55.82,49.441,0.642,1.579,69.918,20.292
151.91,126.72,2.023,8.523,8.467,7.768,9.203,2331.8,54.152,58.711,55.828,49.434,0.656,1.587,69.918,20.233
152.03,126.49,2.023,8.526,8.458,7.674,9.208,2330.2,54.258,58.727,55.82,49.422,0.654,1.588,69.88,20.329
151.84,126.83,1.977,8.55,8.481,7.642,9.191,2331.4,54.246,58.68,55.832,49.422,0.662,1.59,69.88,20.319
151.98,126.69,1.977,8.569,8.516,7.709,9.194,2331.6,54.246,58.766,55.832,49.422,0.664,1.59,69.952,20.265
151.98,126.63,1.953,8.568,8.515,7.789,9.2,2332,54.238,58.777,55.738,49.473,0.654,1.551,69.952,19.937
151.78,126.77,1.953,8.572,8.502,7.689,9.186,2329.6,54.254,58.777,55.746,49.449,0.644,1.556,69.838,20.047
